front,back,sentence,tags,deck
むっつ,「六つ」六個,,日文單字N5-N1,日文單字N5-N1
ななつ,「七つ」七個,,日文單字N5-N1,日文單字N5-N1
やっつ,「八つ」八個,,日文單字N5-N1,日文單字N5-N1
ここのつ,「九つ」九個,,日文單字N5-N1,日文單字N5-N1
とお,「十」十個,,日文單字N5-N1,日文單字N5-N1
てはいけない　　「不准...」「不許...」「不要...」,このボタンには、絶対触ってはいけない(這個按鍵絕對不可以碰)Vて類似文法：「〜てはだめ」N3。某個行為不被允許，或明文規定的禁止。沒針對哪個人而是客觀說明既定的規定（適用所有人）口語中用「ちゃいけない」或「じゃいけない」。．表示「禁止」，與「てはいけない」幾乎相同。．硬要說差別「ならない」具有「義務性質」「理應不可這樣做」的語感在。．比「いけない」更具約束力。この場所に車を止めてはいけない。這裡不可以停車喔この川で泳いではいけない。這裡不能游泳喔,,1.每日日文文法,1.每日日文文法
な(禁止) &nbsp;「不准...」「不要...」,時間に遅れるな(不要遲到),,日文文法,日文文法
たことがある　　「(曾經)...過」,私は、中学校でテニスの試合に出たことがあります(我在中學曾參加過網球比賽),,日文文法,日文文法
やる　　「給予...」「給...」,私は子供にお菓子をやる(我給孩子點心),,日文文法,日文文法
てやる　　　「給...(做...)」「給予...」「給... 」,"弟と遊んでやったら、とても喜びました(我陪弟弟玩,他非常高興)",,日文文法,日文文法
あげる　　「給予...」「給...」,"彼にステレオをあげたら、とてもよろこんだ(送他音響,他非常高興)",,日文文法,日文文法
てあげる　　「(為他人)做...」,私は友達に本を貸してあげました(我借給了朋友一本書),,日文文法,日文文法
さしあげる　　「給予...」「給...」,彼女のお父さんに何をさしあげたのですか(你送了他父親甚麼),,日文文法,日文文法
てさしあげる　　「(為他人)做...」,私は部長を空港まで送ってさしあげました(我送部長到機場),,日文文法,日文文法
いっこ,[一個]一個,,日文單字N5-N1,日文單字N5-N1
にこ,「二個」兩個,,日文單字N5-N1,日文單字N5-N1
さんこ,「三個」三個,,日文單字N5-N1,日文單字N5-N1
よんこ,「四個」四個,,日文單字N5-N1,日文單字N5-N1
ごこ,「五個」五個,,日文單字N5-N1,日文單字N5-N1
ろっこ,「六個」六個,,日文單字N5-N1,日文單字N5-N1
ななこ,「七個」七個,,日文單字N5-N1,日文單字N5-N1
はっこ,「八個」八個,,日文單字N5-N1,日文單字N5-N1
きゅうこ,「九個」九個,,日文單字N5-N1,日文單字N5-N1
じゅうこ／じっこ,「十個」十個,,日文單字N5-N1,日文單字N5-N1
いっかい,「一階」一樓,,日文單字N5-N1,日文單字N5-N1
にかい,「二階」二樓,,日文單字N5-N1,日文單字N5-N1
さんかい／さんがい,「三階」三樓,,日文單字N5-N1,日文單字N5-N1
よんかい,「四階」四樓,,日文單字N5-N1,日文單字N5-N1
ごかい,「五階」五樓,,日文單字N5-N1,日文單字N5-N1
ろっかい,「六回」六樓,,日文單字N5-N1,日文單字N5-N1
ななかい,「七階」七樓,,日文單字N5-N1,日文單字N5-N1
はっかい／はちかい,「八階」八樓,,日文單字N5-N1,日文單字N5-N1
きゅうかい,「九階(回)」九樓(回),,日文N3單字,日文N3單字
じゅっかい／じっかい,「十階」十樓,,日文單字N5-N1,日文單字N5-N1
ついたち,「一日」一號,,日文單字N5-N1,日文單字N5-N1
ふつか,「二日」二號,,日文單字N5-N1,日文單字N5-N1
みっか,「三日」三 號,,日文單字N5-N1,日文單字N5-N1
よっか,「四日」四號,,日文單字N5-N1,日文單字N5-N1
いつか,「五日」五號,,日文單字N5-N1,日文單字N5-N1
むいか,「六日」六日,,日文單字N5-N1,日文單字N5-N1
なのか,「七日」七日,,日文單字N5-N1,日文單字N5-N1
ようか,「八日」八號,,日文單字N5-N1,日文單字N5-N1
ここのか,「九日」九號,,日文單字N5-N1,日文單字N5-N1
とおか,「十日」十號,,日文單字N5-N1,日文單字N5-N1
はつか,「２０日」二十號,,日文單字N5-N1,日文單字N5-N1
おす,「押す」【他五】推(前後)、按、壓(上下)&nbsp;&nbsp;ドアを押して開ける(把門推開),,日文N3單字,日文N3單字
くれる　　「給...」,友達が私に面白い本をくれました(朋友給了我一本有趣的書),,日文文法,日文文法
てくれる　　「(為我)做...」,佐藤さんは私のために町を案内してくれました(佐藤先生帶我參觀了這個市鎮),,日文文法,日文文法
くださる　　「給...」「贈...」,先輩は私たちに本をくださいました(前輩送書給我),,日文文法,日文文法
てくださる　　「(為我)做..」,先生は、間違えたところを直してくださいました(老師幫我修正了錯誤的地方),,日文文法,日文文法
もらう　　「接受...」「取得...」「從...那而得到...」,私はりーさんにギターをもらいました(李小姐給我吉他)あなたは彼女に何をもらったのですか(你女友給了你甚麼),,日文文法,日文文法
てもらう　　　「(我)請(某人為我做)...」,りーさんは花子に日本語を教えてもらいました(李小姐請花子教他日文),,日文文法,日文文法
いただく　　「承蒙...」「拜領...」,よろしければ、お茶をいただきたいのですが(如果可以的話、麻煩您給我一杯茶),,日文文法,日文文法
ていただく　　「承蒙．．．」,都合がいいときに、来ていただきたいです(方便時希望您能來一下),,日文文法,日文文法
ば　「假如...」「如果...的話」,"時間が合えば、会いたいです(如果時間允許,希望見上一面)文法：Ｖばい/ければ/否定//くなければな/なら//完全強調/ならば/否定//じゃなければN/なら//完全強調/ならば/否定//じゃなければ＊專用假定,＊後面不可接命令,意志,不可放過去式,不希望的內容＊例外：後悔 // 見ればよかった*補充：------------------V１え音＋ばV２＋ればV３します＝すれば。来ます＝くれば ------------------",,1.每日日文文法,1.每日日文文法
たら　「要是...」「...了的話」,"値段がやすかったら、買います(要是便宜的話就買)萬用たら「如果...的話」文法：L25,1.假設語法Vた+ら/否定//なかったらい/去い/かったら/否定//くなかったらな/去な/だったら/否定//じゃなかったらN/だったら/否定//じゃなかったら＊在推薦提建議情況，「したら」ー＞「するんだったら」2.一...就.../...的話",,1.每日日文文法,1.每日日文文法
あがる,"「上がる」登,升,進入,結束",,日文單字N5-N1,日文單字N5-N1
しめる,"「締める」他V：繫緊,勒緊類：諦める[あきらめる] 他Ｖ放棄縄を締める/繫上繩子",,日文N2單字,日文N2單字
だす,"「出す」他V:拿出,取出1.寄手紙を出す/寄信2.拿出、搬出倉庫[そうこ]の中の物をすべて出す3.出現その1年後、同じ構造4、發出",,日文N3單字,日文N3單字
よぶ,「呼ぶ」他V：叫タクシーを呼ぶ,,日文N3單字,日文N3單字
なら「要是...的話」「如果是～」,そんなに嫌いなら、やめたらいい(要是那麼討厭的話就不要做了)文法：V原(の)な/-0/であるN/-0/である*未發生或是即將要發生(不是100%)*後可接命令 意志*後半段要＋建議、提議「欲しいなら、〜たいなら」も使われる,,1.每日日文文法,1.每日日文文法
と「一...就...」,"このボタンを押すと、切符が出てきます(一案這個按鈕,票就出來了)文法：V原Vない＋と、必然性的結果（句型）",,1.每日日文文法,1.每日日文文法
まま　「...著」,トマトは生のまま食べたほうがおいしいよ(番茄生吃比較好吃)保持著Vたい/いな/なN/の,,1.每日日文文法,1.每日日文文法
おわる　　「結束」,飲み終わったら、コップを下げます(喝完了杯子會被收走),,日文文法,日文文法
ても／でも　　「即使...也」,"社会が厳しくても、私は頑張ります(即使社會嚴峻,我已會努力)",,日文文法,日文文法
疑問詞+ても／でも　　　「不管(誰/什麼/哪兒)...」,いつの時代でも、戦争はなくならない(不管哪個時代戰爭都不會消失),,日文文法,日文文法
だろう「...吧」,彼以外は、みんな来るだろう(除了他以外大家都會來吧 )V常い/いな/０N/０...でしょう[N4]敬體L32...だろう[N3]常體〜んです＋だろうのだろう＝のです＝のでしょう強調用法,,日文N3文法,日文N3文法
